CandidateID,CanFirstName,CanLastName,PartyName,OfficeName
16320,NICHOLAS R.,FORD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN FORD
16321,NICHOLAS R.,FORD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN FORD
16322,CHARLES PATRICK,BURNS - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BURNS
16323,CHARLES PATRICK,BURNS - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BURNS
16324,THOMAS P.,"FECAROTTA, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN FECAROTTA, JR."
16325,THOMAS P.,"FECAROTTA, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN FECAROTTA, JR."
16326,DENISE KATHLEEN,FILAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN FILAN
16327,DENISE KATHLEEN,FILAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN FILAN
16328,LaQUIETTA J.,HARDY-CAMPBELL - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HARDY-CAMPBELL
16329,LaQUIETTA J.,HARDY-CAMPBELL - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HARDY-CAMPBELL
16330,NATHANIEL R.,HOWSE JR. - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HOWSE JR.
16331,NATHANIEL R.,HOWSE JR. - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HOWSE JR.
16332,JOHN PATRICK,KIRBY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN KIRBY
16333,JOHN PATRICK,KIRBY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN KIRBY
16334,DIANE JOAN,LARSEN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LARSEN
16335,DIANE JOAN,LARSEN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LARSEN
16336,DANIEL JOSEPH,LYNCH - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN LYNCH
16337,DANIEL JOSEPH,LYNCH - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN LYNCH
16338,KATHLEEN MARY,PANTLE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN PANTLE
16339,KATHLEEN MARY,PANTLE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN PANTLE
16340,KEVIN MICHAEL,SHEEHAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN SHEEHAN
16341,KEVIN MICHAEL,SHEEHAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN SHEEHAN
16342,PAUL,STRALKA - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN STRALKA
16343,PAUL,STRALKA - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN STRALKA
16344,JOHN D.,"TURNER, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN TURNER, JR."
16345,JOHN D.,"TURNER, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN TURNER, JR."
16346,LeROY K.,"MARTIN, JR. - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN MARTIN, JR."
16347,LeROY K.,"MARTIN, JR. - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN MARTIN, JR."
16348,PAULA MARIE,DALEO - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN DALEO
16349,PAULA MARIE,DALEO - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN DALEO
16350,LAURENCE J.,DUNFORD - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN DUNFORD
16351,LAURENCE J.,DUNFORD - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN DUNFORD
16352,ROBERT,BALANOFF - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BALANOFF
16353,ROBERT,BALANOFF - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BALANOFF
16354,JEANNE R. CLEVELAND,BERNSTEIN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BERNSTEIN
16355,JEANNE R. CLEVELAND,BERNSTEIN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BERNSTEIN
16356,KATHLEEN MARIE,BURKE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN BURKE
16357,KATHLEEN MARIE,BURKE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN BURKE
16358,KAY MARIE,HANLON - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN HANLON
16359,KAY MARIE,HANLON - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN HANLON
16360,MICHELLE,JORDAN - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN JORDAN, MICHELLE"
16361,MICHELLE,JORDAN - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN JORDAN, MICHELLE"
16362,THOMAS J.,KELLEY - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN KELLEY
16363,THOMAS J.,KELLEY - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN KELLEY
16364,WILLIAM J.,KUNKLE - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN KUNKLE
16365,WILLIAM J.,KUNKLE - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN KUNKLE
16366,CLARE ELIZABETH,MCWILLIAMS - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN McWILLIAMS
16367,CLARE ELIZABETH,MCWILLIAMS - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN McWILLIAMS
16368,MARY LANE,MIKVA - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN MIKVA
16369,MARY LANE,MIKVA - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN MIKVA
16370,PATRICK T.,MURPHY - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, PATRICK"
16371,PATRICK T.,MURPHY - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, PATRICK"
16372,TIMOTHY PATRICK,MURPHY - YES,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, TIMOTHY"
16373,TIMOTHY PATRICK,MURPHY - NO,NON-PARTISAN,"COOK CIRCUIT - RETAIN MURPHY, TIMOTHY"
16374,SHERYL ANN,PETHERS - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN PETHERS
16375,SHERYL ANN,PETHERS - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN PETHERS
16376,JIM,RYAN - YES,NON-PARTISAN,COOK CIRCUIT - RETAIN RYAN
16377,JIM,RYAN - NO,NON-PARTISAN,COOK CIRCUIT - RETAIN RYAN
16378,"EDWARD ""ED""","WASHINGTON, II - YES",NON-PARTISAN,"COOK CIRCUIT - RETAIN WASHINGTON, II"
16379,"EDWARD ""ED""","WASHINGTON, II - NO",NON-PARTISAN,"COOK CIRCUIT - RETAIN WASHINGTON, II"
16384,SHELVIN LOUISE MARIE,HALL - YES,NON-PARTISAN,1ST APPELLATE - RETAIN HALL
16385,SHELVIN LOUISE MARIE,HALL - NO,NON-PARTISAN,1ST APPELLATE - RETAIN HALL
16398,JoANN,FRANZEN,DEMOCRATIC,45TH REPRESENTATIVE
16401,ROB,TOBIN,INDEPENDENT,17TH CIRCUIT-  A VACANCY
16402,PRINCESS CYNTHIA,DEMPSEY,INDEPENDENT,7TH REPRESENTATIVE
16405,"SALLY ""OEFFLING""",WIGGINS,INDEPENDENT,22ND CIRCUIT-  A VACANCY
16411,LEX,GREEN,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR
16413,BILL,MALAN,LIBERTARIAN,ATTORNEY GENERAL
16414,JULIE,FOX,LIBERTARIAN,COMPTROLLER
16415,JOSH,HANSON,LIBERTARIAN,SECRETARY OF STATE
16416,JAMES,PAULY,LIBERTARIAN,TREASURER
16417,MIKE,LABNO,LIBERTARIAN,UNITED STATES SENATOR
16424,CLARENCE DESMOND,CLEMONS,INDEPENDENT,7TH CONGRESS
16435,SCOTT LEE,COHEN,INDEPENDENT,GOVERNOR AND LIEUTENANT GOVERNOR
16440,DEENA,DAILEY,INDEPENDENT,102ND REPRESENTATIVE
16445,BILL,CUNNINGHAM,DEMOCRATIC,35TH REPRESENTATIVE
16446,RITA,MAYFIELD,DEMOCRATIC,60TH REPRESENTATIVE
16460,CAMILLE,LILLY,DEMOCRATIC,78TH REPRESENTATIVE
16461,THOMAS L.,CAMPBELL,REPUBLICAN,CHRISTIAN / MONTGOMERY - SUPERINTENDENT OF SCHOOLS
16462,"ANTHONY ""TONY""",VIREN,DEMOCRATIC,68TH REPRESENTATIVE
16465,"ROBERT L. ""BOB""",ZADEK,WRITE IN,UNITED STATES SENATOR
16466,WILL,BOYD,WRITE IN,UNITED STATES SENATOR
16467,"MICHAEL ""MIKE""",WHITE,WRITE IN,GOVERNOR AND LIEUTENANT GOVERNOR
16471,STEVE,ESTILL,WRITE IN,GOVERNOR AND LIEUTENANT GOVERNOR
16477,COREY,DABNEY,WRITE IN,UNITED STATES SENATOR
16478,STAN,JAGLA,WRITE IN,UNITED STATES SENATOR
16479,RUSS,TEPEN,WRITE IN,"CALHOUN / GREENE / JERSEY, ETC. - SUPT. OF SCHOOLS"
16480,AVNER,NAGAR,WRITE IN,UNITED STATES SENATOR
16481,SUSANNE,ATANUS,WRITE IN,UNITED STATES SENATOR
16484,DOUG,MARKS,WRITE IN,14TH CONGRESS
16485,KEVIN J.,HENDRICKSON,WRITE IN,69TH REPRESENTATIVE
16486,AUTHOR C.,BRUMFIELD,WRITE IN,10TH CONGRESS
16487,VALERIE,DEVOST,WRITE IN,60TH REPRESENTATIVE
16488,"SHON-TIYON ""SANTIAGO""",HORTON,WRITE IN,UNITED STATES SENATOR
16490,GREG,MOORE,WRITE IN,GOVERNOR AND LIEUTENANT GOVERNOR
16491,STEVE,ESTILL,WRITE IN,GOVERNOR AND LIEUTENANT GOVERNOR
16493,TIM,PETTY,WRITE IN,81ST REPRESENTATIVE
16494,KEITH,PRICE,WRITE IN,30TH REPRESENTATIVE
16495,TIMOTHY,HAYNES,WRITE IN,36TH REPRESENTATIVE
16496,STEVE,FUNK,WRITE IN,18TH REPRESENTATIVE
16497,DARREN,RAICHART,WRITE IN,UNITED STATES SENATOR
16498,LOWELL M.,SEIDA,WRITE IN,UNITED STATES SENATOR
16499,"MICHAEL ""MIKE""",WHITE,WRITE IN,GOVERNOR AND LIEUTENANT GOVERNOR
16503,DAVID,PHOENIX,WRITE IN,64TH REPRESENTATIVE
